transaction_id,company_id,date,amount
txn-121,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-27,2677
txn-122,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-02,4666
txn-123,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-13,357
txn-124,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-07,661
txn-125,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-08,3730
txn-126,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-06,218
txn-127,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-06,4137
txn-128,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-01,4112
txn-129,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-27,3952
txn-130,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-03,3037
txn-131,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-04,3164
txn-132,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-24,2348
txn-133,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-05,2628
txn-134,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-14,1478
txn-135,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-15,4333
txn-136,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-17,2787
txn-137,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-17,1115
txn-138,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-03,241
txn-139,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-04,4762
txn-140,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-31,1743
txn-141,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-08,3176
txn-142,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-14,3810
txn-143,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-20,1069
txn-144,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-12,2540
txn-145,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-31,3502
txn-146,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-04,4517
txn-147,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-01,273
txn-148,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-30,1171
txn-149,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-29,1584
txn-150,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-28,355
txn-151,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-09,4525
txn-152,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-08,550
txn-153,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-27,4313
txn-154,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-19,3599
txn-155,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-24,413
txn-156,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-29,1790
txn-157,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-09,4813
txn-158,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-25,2100
txn-159,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-03,4499
txn-160,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-01,3438
txn-161,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-11,3504
txn-162,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-07,1241
txn-163,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-30,1555
txn-164,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-28,1430
txn-165,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-09,4812
txn-166,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-27,4304
txn-167,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-11,1603
txn-168,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-14,3790
txn-169,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-19,1247
txn-170,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-26,675
txn-171,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-23,425
txn-172,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-18,3797
txn-173,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-08,4708
txn-174,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-06,4274
txn-175,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-26,3170
txn-176,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-02,4718
txn-177,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-11,2011
txn-178,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-14,4198
txn-179,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-02,945
txn-180,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-29,1776
txn-181,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-17,3845
txn-182,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-06,1590
txn-183,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-19,1607
txn-184,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-10,1474
txn-185,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-07,1129
txn-186,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-24,4308
txn-187,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-15,2047
txn-188,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-25,3315
txn-189,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-12,3775
txn-190,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-05,3913
txn-191,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-16,2540
txn-192,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-26,3223
txn-193,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-26,3249
txn-194,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-18,143
txn-195,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-03-13,2411
txn-196,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-23,3525
txn-197,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2023-12-30,2617
txn-198,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-07,4699
txn-199,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-01-13,4221
txn-200,8bc636b5-95d7-58d7-88a3-d3c4faaed252,2024-02-06,4106
txn-201,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-06,3670
txn-202,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-30,3366
txn-203,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-02,3989
txn-204,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-29,853
txn-205,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-09,3382
txn-206,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-07,4969
txn-207,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-25,561
txn-208,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-16,3218
txn-209,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-11,227
txn-210,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-03,1003
txn-211,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-09,4947
txn-212,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-07,3843
txn-213,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-03,2613
txn-214,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-04,1637
txn-215,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-14,4723
txn-216,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-04,2226
txn-217,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-25,3276
txn-218,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-20,3333
txn-219,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-08,157
txn-220,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-01,2373
txn-221,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-04,3178
txn-222,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-24,1142
txn-223,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-15,774
txn-224,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-04,2975
txn-225,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-27,4313
txn-226,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-20,2554
txn-227,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-30,2168
txn-228,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-14,2303
txn-229,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-07,4124
txn-230,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-10,2666
txn-231,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-06,2902
txn-232,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-31,876
txn-233,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-23,869
txn-234,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-01,2739
txn-235,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-24,4746
txn-236,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-05,3349
txn-237,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-26,4393
txn-238,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-23,4438
txn-239,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-05,4870
txn-240,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-29,1528
txn-241,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-18,4330
txn-242,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-16,3097
txn-243,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-03,4618
txn-244,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-13,4689
txn-245,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-18,3806
txn-246,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-25,2505
txn-247,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-06,2269
txn-248,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-02,245
txn-249,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-09,2012
txn-250,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-16,1863
txn-251,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-09,1595
txn-252,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-14,2254
txn-253,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-14,413
txn-254,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-10,2128
txn-255,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-20,3466
txn-256,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-04,3310
txn-257,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-04,1544
txn-258,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-18,4262
txn-259,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-21,1735
txn-260,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-06,181
txn-261,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-30,2995
txn-262,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-07,3834
txn-263,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-24,3856
txn-264,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-18,1938
txn-265,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-09,2812
txn-266,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-28,1543
txn-267,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-26,4379
txn-268,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-21,4682
txn-269,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-04,1507
txn-270,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-15,3860
txn-271,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-07,2565
txn-272,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-22,390
txn-273,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-12,1104
txn-274,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-27,2501
txn-275,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-18,2164
txn-276,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-12,207
txn-277,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-15,1774
txn-278,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-01,4760
txn-279,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-30,1910
txn-280,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-12,1973
txn-281,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-05,4509
txn-282,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-15,2125
txn-283,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-20,4825
txn-284,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-03,3083
txn-285,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-27,4534
txn-286,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-05,3139
txn-287,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-03,1680
txn-288,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-22,2416
txn-289,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-23,806
txn-290,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-28,2489
txn-291,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-18,4786
txn-292,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-11,2721
txn-293,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-07,2744
txn-294,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-05,4805
txn-295,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-01-19,592
txn-296,33a3f638-20dc-5797-a9e2-660ae1bad782,2023-12-27,1987
txn-297,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-19,4498
txn-298,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-08,4774
txn-299,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-02-25,4148
txn-300,33a3f638-20dc-5797-a9e2-660ae1bad782,2024-03-19,493
txn-301,522a656b-76de-596c-8786-c3e0a742af59,2024-01-29,426
txn-302,522a656b-76de-596c-8786-c3e0a742af59,2024-01-23,1096
txn-303,522a656b-76de-596c-8786-c3e0a742af59,2024-01-12,3286
txn-304,522a656b-76de-596c-8786-c3e0a742af59,2024-01-01,854
txn-305,522a656b-76de-596c-8786-c3e0a742af59,2024-01-25,771
txn-306,522a656b-76de-596c-8786-c3e0a742af59,2024-03-17,4459
txn-307,522a656b-76de-596c-8786-c3e0a742af59,2024-01-26,3540
txn-308,522a656b-76de-596c-8786-c3e0a742af59,2024-02-22,237
txn-309,522a656b-76de-596c-8786-c3e0a742af59,2023-12-26,1206
txn-310,522a656b-76de-596c-8786-c3e0a742af59,2023-12-31,3957
txn-311,522a656b-76de-596c-8786-c3e0a742af59,2024-01-22,2508
txn-312,522a656b-76de-596c-8786-c3e0a742af59,2023-12-24,1320
txn-313,522a656b-76de-596c-8786-c3e0a742af59,2024-03-08,1676
txn-314,522a656b-76de-596c-8786-c3e0a742af59,2024-02-28,732
txn-315,522a656b-76de-596c-8786-c3e0a742af59,2023-12-25,2173
txn-316,522a656b-76de-596c-8786-c3e0a742af59,2024-01-23,4387
txn-317,522a656b-76de-596c-8786-c3e0a742af59,2024-03-20,188
txn-318,522a656b-76de-596c-8786-c3e0a742af59,2024-03-13,2596
txn-319,522a656b-76de-596c-8786-c3e0a742af59,2024-03-04,4243
txn-320,522a656b-76de-596c-8786-c3e0a742af59,2023-12-28,116
txn-321,522a656b-76de-596c-8786-c3e0a742af59,2023-12-31,3671
txn-322,522a656b-76de-596c-8786-c3e0a742af59,2024-03-01,915
txn-323,522a656b-76de-596c-8786-c3e0a742af59,2024-03-09,2517
txn-324,522a656b-76de-596c-8786-c3e0a742af59,2024-03-17,2359
txn-325,522a656b-76de-596c-8786-c3e0a742af59,2023-12-29,4663
txn-326,522a656b-76de-596c-8786-c3e0a742af59,2024-01-22,2908
txn-327,522a656b-76de-596c-8786-c3e0a742af59,2024-02-14,2960
txn-328,522a656b-76de-596c-8786-c3e0a742af59,2024-01-20,677
txn-329,522a656b-76de-596c-8786-c3e0a742af59,2024-01-12,4045
txn-330,522a656b-76de-596c-8786-c3e0a742af59,2024-03-12,4582
txn-331,522a656b-76de-596c-8786-c3e0a742af59,2024-02-28,3623
txn-332,522a656b-76de-596c-8786-c3e0a742af59,2024-01-10,4565
txn-333,522a656b-76de-596c-8786-c3e0a742af59,2024-01-27,1664
txn-334,522a656b-76de-596c-8786-c3e0a742af59,2024-03-12,888
txn-335,522a656b-76de-596c-8786-c3e0a742af59,2024-03-08,3630
txn-336,522a656b-76de-596c-8786-c3e0a742af59,2024-02-06,3563
txn-337,522a656b-76de-596c-8786-c3e0a742af59,2024-01-16,3171
txn-338,522a656b-76de-596c-8786-c3e0a742af59,2024-02-26,3292
txn-339,522a656b-76de-596c-8786-c3e0a742af59,2024-02-13,2743
txn-340,522a656b-76de-596c-8786-c3e0a742af59,2024-03-09,3590
txn-341,522a656b-76de-596c-8786-c3e0a742af59,2024-01-08,2401
txn-342,522a656b-76de-596c-8786-c3e0a742af59,2024-02-07,3229
txn-343,522a656b-76de-596c-8786-c3e0a742af59,2024-01-01,1062
txn-344,522a656b-76de-596c-8786-c3e0a742af59,2024-01-30,4398
txn-345,522a656b-76de-596c-8786-c3e0a742af59,2024-01-14,522
