company,rank,rank_change,revenue,profit,num of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
SM Energy,905,0.0,2622.9,36.2,506.0,Energy,Denver,CO,no,no,no,yes, ,Herbert S. Vogel,https://www.sm-energy.com,SM,4746.5
Kaiser Aluminum,906,0.0,2622.0,-18.5,3957.0,Materials,Foothill Ranch,CA,no,no,no,no, ,Keith A. Harvey,https://www.kaiseraluminum.com,KALU,1493.9
Federated Mutual Insurance,907,0.0,2612.2,320.1,2702.0,Financials,Owatonna,MN,no,no,no,yes, ,Michael G. Kerr,https://www.federatedinsurance.com,,
F5,908,0.0,2603.4,331.2,6429.0,Technology,Seattle,WA,no,no,no,yes, ,Fran?ois Locoh-Donou,https://www.f5.com,FFIV,12691.2
Steelcase,909,0.0,2596.2,26.1,11400.0,Household Products,Grand Rapids,MI,no,no,yes,yes, ,Sara E. Armbruster,https://www.steelcase.com,SCS,1339.5
Encore Wire,910,0.0,2592.7,541.4,1440.0,Industrials,McKinney,TX,no,no,no,yes, ,Daniel Jones,https://www.encorewire.com,WIRE,2405
Guess,911,0.0,2591.6,171.4,12500.0,Retailing,Los Angeles,CA,no,no,no,yes, ,Carlos E. Alberini,https://www.guess.com,GES,1305.5
Playtika Holding,912,0.0,2583.0,308.5,4000.0,Media,Henderson,NV,no,no,no,yes, ,Robert Antokol,https://www.playtika.com,PLTK,7965.8
Pinterest,913,0.0,2578.0,316.4,3225.0,Technology,San Francisco,CA,no,yes,no,yes, ,William J. Ready,https://https://investor.pinterestinc.com,PINS,16196.9
WeWork,914,0.0,2570.1,-4439.0,4400.0,Financials,New York,NY,no,no,no,no, ,Sandeep Mathrani,https://www.wework.com,WE,4937.4
ManTech International,915,0.0,2554.0,137.0,9800.0,Technology,Herndon,VA,no,no,no,yes, ,Kevin M. Phillips,https://www.mantech.com,MANT,3517.6
BrightView Holdings,916,0.0,2553.6,46.3,20150.0,Business Services,Blue Bell,PA,no,no,no,yes, ,Andrew V. Masterman,https://www.brightview.com,BV,1351.5
NortonLifeLock,917,0.0,2552.0,554.0,2800.0,Technology,Tempe,AZ,no,no,no,yes, ,Vincent Pilette,https://www.nortonlifelock.com,NLOK,15441.9
Deckers Outdoor,918,0.0,2545.6,382.6,3400.0,Apparel,Goleta,CA,no,no,no,yes, ,David Powers,https://www.deckers.com,DECK,7457.8
Griffon,919,0.0,2541.7,79.2,6700.0,Materials,New York,NY,no,no,no,yes, ,Ronald J. Kramer,https://www.griffon.com,GFF,1127.8
AMC Entertainment Holdings,920,0.0,2527.9,-1269.1,17122.0,Media,Leawood,KS,no,no,no,no, ,Adam M. Aron,https://www.amctheatres.com,AMC,12733.4
Curtiss-Wright,921,0.0,2505.9,267.2,7800.0,Industrials,Davidson,NC,no,no,yes,yes, ,Lynn M. Bamford,https://www.curtisswright.com,CW,5771
MYR Group,922,0.0,2498.3,85.0,7600.0,Engineering & Construction,Henderson,CO,no,no,no,yes, ,Richard S. Swartz,https://www.myrgroup.com,MYRG,1594.5
Kontoor Brands,923,0.0,2475.9,195.4,14000.0,Apparel,Greensboro,NC,no,no,no,yes, ,Scott H. Baxter,https://www.kontoorbrands.com,KTB,2325.3
Liberty Energy,924,0.0,2470.8,-179.2,3601.0,Energy,Denver,CO,no,yes,no,no, ,Christopher A. Wright,https://www.libertyfrac.com,LBRT,2757.9
Knights of Columbus,925,0.0,2467.5,130.3,749.0,Financials,New Haven,CT,no,no,no,yes, ,Patrick E. Kelly,https://www.kofc.org,,
AdaptHealth,926,0.0,2465.1,156.2,10700.0,Health Care,Plymouth Meeting,PA,no,no,no,yes, ,Stephen P. Griggs,https://www.adapthealth.com,AHCO,2146.6
MillerKnoll,927,0.0,2465.1,173.1,7600.0,Household Products,Zeeland,MI,no,no,yes,yes, ,Andrea R. Owen,https://www.millerknoll.com,MLKN,2617.7
Equity Residential,928,0.0,2464.0,1332.9,2400.0,Financials,Chicago,IL,no,no,no,yes, ,Mark J. Parrell,https://www.equityapartments.com,EQR,33802.5
DexCom,929,0.0,2448.5,154.7,6650.0,Health Care,San Diego,CA,no,no,no,yes, ,Kevin Sayer,https://www.dexcom.com,DXCM,39152
Rollins,930,0.0,2424.3,350.7,16482.0,Business Services,Atlanta,GA,no,no,no,yes, ,Gary W. Rollins,https://www.rollins.com,ROL,17260.7
Genesco,931,0.0,2422.1,114.9,11700.0,Retailing,Nashville,TN,no,no,yes,yes, ,Mimi Eckel Vaughn,https://www.genesco.com,GCO,868.7
Bruker,932,0.0,2417.9,277.1,7765.0,Technology,Billerica,MA,no,no,no,yes, ,Frank H. Laukien,https://www.bruker.com,BRKR,9694.7
Joann,933,0.0,2417.6,56.7,13530.0,Retailing,Hudson,OH,no,no,no,yes, ,Wade D. Miquelon,https://www.joann.com,JOAN,463.2
Wolverine World Wide,934,0.0,2414.9,68.6,4400.0,Apparel,Rockford,MI,no,no,no,yes, ,Brendan L. Hoffman,https://www.wolverineworldwide.com,WWW,1836.1
Gray Television,935,0.0,2413.0,90.0,8801.0,Media,Atlanta,GA,no,no,no,yes, ,#REF!,https://www.gray.tv,GTN,2093.2
Affiliated Managers Group,936,0.0,2412.4,565.7,4050.0,Financials,West Palm Beach,FL,no,no,no,yes, ,Jay C. Horgen,https://www.amg.com,AMG,5606.8
Summit Materials,937,0.0,2409.7,152.2,5500.0,Materials,Denver,CO,no,no,yes,yes, ,Anne P. Noonan,https://www.summit-materials.com,SUM,3687.8
SLM,938,0.0,2409.3,1160.5,1450.0,Financials,Newark,DE,no,no,no,yes, ,Jonathan W. Witter,https://www.salliemae.com,SLM,5129.7
Belden,939,0.0,2408.1,63.9,7400.0,Industrials,St. Louis,MO,no,no,no,yes, ,Roel Vestjens,https://www.belden.com,BDC,2492.5
Allison Transmission Holdings,940,0.0,2402.0,442.0,3400.0,Motor Vehicles & Parts,Indianapolis,IN,no,no,no,yes, ,David S. Graziosi,https://www.allisontransmission.com,ALSN,3810.6
Element Solutions,941,0.0,2399.8,203.3,5300.0,Chemicals,Fort Lauderdale,FL,no,no,no,yes, ,Benjamin Gliklich,https://www.elementsolutionsinc.com,ESI,5434.8
Portland General Electric,942,0.0,2396.0,244.0,2839.0,Energy,Portland,OR,no,no,yes,yes, ,Maria M. Pope,https://www.portlandgeneral.com,POR,4940
REV Group,943,0.0,2380.8,44.4,6800.0,Motor Vehicles & Parts,Brookfield,WI,no,no,no,yes, ,Rodney N. Rushing,https://www.revgroup.com,REVG,843.4
Acadia Healthcare,944,0.0,2376.9,190.6,19200.0,Health Care,Franklin,TN,no,no,no,yes, ,Christopher H. Hunter,https://www.acadiahealthcare.com,ACHC,5891.3
Alexandria Real Estate Equities,945,0.0,2373.6,571.2,559.0,Financials,Pasadena,CA,no,no,no,yes, ,Peter M. Moglia,https://www.are.com,ARE,32188.6
Nordson,946,0.0,2362.2,454.4,6813.0,Industrials,Westlake,OH,no,no,no,yes, ,Sundaram Nagarajan,https://www.nordson.com,NDSN,13157.1
NewMarket,947,0.0,2356.1,190.9,2104.0,Chemicals,Richmond,VA,no,no,no,yes, ,Thomas E. Gottwald,https://www.newmarket.com,NEU,3346.7
Ohio National Mutual,948,0.0,2346.5,-85.2,1082.0,Financials,Cincinnati,OH,no,no,yes,no, ,Barbara Turner,https://www.ohionational.com,,
Stepan,949,0.0,2346.0,137.8,2439.0,Chemicals,Northbrook,IL,no,no,no,yes, ,Scott R. Behrens,https://www.stepan.com,SCL,2215.6
Valhi,950,0.0,2335.4,127.2,2847.0,Chemicals,Dallas,TX,no,no,no,yes, ,Robert D. Graham,https://www.valhi.net,VHI,828.8
Hilton Grand Vacations,951,0.0,2335.0,176.0,13000.0,"Hotels, Restaurants & Leisure",Orlando,FL,no,no,no,yes, ,Mark D. Wang,https://www.hgv.com,HGV,6247.9
Cooper-Standard Holdings,952,0.0,2330.2,-322.8,21300.0,Motor Vehicles & Parts,Northville,MI,no,no,no,no, ,Jeffrey S. Edwards,https://www.cooperstandard.com,CPS,149
Etsy,953,0.0,2329.1,493.5,2402.0,Technology,Brooklyn,NY,no,no,no,yes, ,Josh Silverman,https://www.etsy.com,ETSY,12423
Crocs,954,0.0,2313.4,725.7,5770.0,Apparel,Broomfield,CO,no,no,no,yes, ,Andrew Rees,https://www.crocs.com,CROX,4811
Olympic Steel,955,0.0,2312.3,121.1,1642.0,Materials,Highland Hills,OH,no,no,no,yes, ,Richard T. Marabito,https://www.olysteel.com,ZEUS,427.8
Signature Bank,956,0.0,2311.3,918.4,1854.0,Financials,New York,NY,no,yes,no,yes, ,Joseph J. DePaolo,https://www.signatureny.com,SBNY,18416.9
SBA Communications,957,0.0,2308.8,237.6,1596.0,Financials,Boca Raton,FL,no,no,no,yes, ,Jeffrey A. Stoops,https://www.sbasite.com,SBAC,37168.7
Murphy Oil,958,0.0,2300.1,-73.7,696.0,Energy,Houston,TX,no,no,no,no, ,Roger W. Jenkins,https://www.murphyoilcorp.com,MUR,6275.3
Entegris,959,0.0,2298.9,409.1,6850.0,Technology,Billerica,MA,no,no,no,yes, ,Bertrand Loy,https://www.entegris.com,ENTG,17830.9
AvalonBay Communities,960,0.0,2294.9,1004.3,2883.0,Financials,Arlington,VA,no,no,no,yes, ,Benjamin W. Schall,https://www.avalonbay.com,AVB,34710.3
Saia,961,0.0,2288.7,253.2,11600.0,Transportation,Johns Creek,GA,no,no,no,yes, ,Frederick J. Holzgrefe III,https://www.saia.com,SAIA,6438.4
E.W. Scripps,962,0.0,2283.5,122.7,5600.0,Media,Cincinnati,OH,no,no,no,yes, ,Adam Symson,https://www.scripps.com,SSP,1154
TTEC Holdings,963,0.0,2273.1,141.0,65000.0,Technology,Englewood,CO,no,yes,no,yes, ,Kenneth D. Tuchman,https://www.ttec.com,TTEC,3878
Sun Communities,964,0.0,2272.6,380.2,5455.0,Financials,Southfield,MI,no,no,no,yes, ,Gary A. Shiffman,https://www.suncommunities.com,SUI,20372.8
Alpha Metallurgical Resources,965,0.0,2258.6,288.8,3500.0,Energy,Bristol,TN,no,no,no,yes, ,David J. Stetson,https://www.alphametresources.com,AMR,2447.5
GEO Group,966,0.0,2256.6,77.4,15800.0,Business Services,Boca Raton,FL,no,no,no,yes, ,Jose Gordo,https://www.geogroup.com,GEO,809.8
Viasat,967,0.0,2256.1,3.7,5800.0,Technology,Carlsbad,CA,no,no,no,yes, ,Mark D. Dankberg,https://www.viasat.com,VSAT,3630.4
Benchmark Electronics,968,0.0,2255.3,35.8,10900.0,Technology,Tempe,AZ,no,no,no,yes, ,Jeffrey W. Benck,https://www.bench.com,BHE,881.4
Kar Auction Services,969,0.0,2251.6,66.5,8928.0,Wholesalers,Carmel,IN,no,no,no,yes, ,Peter J. Kelly,https://www.karglobal.com,KAR,2187.3
TTM Technologies,970,0.0,2248.7,54.4,16100.0,Technology,Santa Ana,CA,no,no,no,yes, ,Thomas T. Edman,https://www.ttm.com,TTMI,1506.2
Kirby,971,0.0,2246.7,-247.0,5125.0,Transportation,Houston,TX,no,no,no,no, ,David W. Grzebinski,https://www.kirbycorp.com,KEX,4345.9
Woodward,972,0.0,2245.8,208.6,7200.0,Aerospace & Defense,Fort Collins,CO,no,no,no,yes, ,Charles Blankenship Jr.,https://www.woodward.com,WWD,7882.4
Clear Channel Outdoor Holdings,973,0.0,2241.1,-433.8,4600.0,Business Services,San Antonio,TX,no,no,no,no, ,Scott R. Wells,https://www.clearchanneloutdoor.com,CCO,1630.9
Spire,974,0.0,2235.5,271.7,3710.0,Energy,St. Louis,MO,no,no,yes,yes, ,Suzanne Sitherwood,https://www.spireenergy.com,SR,3713.6
Vista Outdoor,975,0.0,2225.5,266.0,5900.0,Business Services,Anoka,MN,no,no,no,yes, ,Christopher T. Metz,https://www.vistaoutdoor.com,VSTO,2007.9
Surgery Partners,976,0.0,2225.1,-70.9,9600.0,Health Care,Brentwood,TN,no,no,no,no, ,J. Eric Evans,https://www.surgerypartners.com,SGRY,4919.1
LHC Group,977,0.0,2219.6,115.7,23000.0,Health Care,Lafayette,LA,no,yes,no,yes, ,Keith G. Myers,https://www.lhcgroup.com,LHCG,5229.6
Amedisys,978,0.0,2214.1,209.1,21000.0,Health Care,Baton Rouge,LA,no,no,no,yes, ,Christopher T. Gerard,https://www.amedisys.com,AMED,5603.9
Century Aluminum,979,0.0,2212.5,-167.1,2512.0,Materials,Chicago,IL,no,no,no,no, ,Jesse E. Gary,https://www.centuryaluminum.com,CENX,2400.3
Arch Resources,980,0.0,2208.0,337.6,3303.0,Energy,St. Louis,MO,no,no,no,yes, ,Paul A. Lang,https://www.archrsc.com,ARCH,2126.2
Aerojet Rocketdyne Holdings,981,0.0,2188.0,143.7,5000.0,Aerospace & Defense,El Segundo,CA,no,no,yes,yes, ,Eileen P. Drake,https://www.aerojetrocketdyne.com,AJRD,3169.4
Sleep Number,982,0.0,2184.9,153.7,5388.0,Retailing,Minneapolis,MN,no,no,yes,yes, ,Shelly R. Ibach,https://www.sleepnumber.com,SNBR,1123.7
HNI,983,0.0,2184.4,59.8,8000.0,Household Products,Muscatine,IA,no,no,no,yes, ,Jeffrey D. Lorenger,https://www.hnicorp.com,HNI,1568.7
Pure Storage,984,0.0,2180.8,-143.3,4200.0,Technology,Mountain View,CA,no,no,no,no, ,Charles H. Giancarlo,https://www.purestorage.com,PSTG,10238
TrueBlue,985,0.0,2173.6,61.6,6400.0,Business Services,Tacoma,WA,no,no,no,yes, ,Steven C. Cooper,https://www.trueblue.com,TBI,995.6
Party City Holdco,986,0.0,2171.1,-6.5,11450.0,Retailing,Elmsford,NY,no,no,no,no, ,Brad Weston,https://www.partycity.com,PRTY,402.6
Dun & Bradstreet Holdings,987,0.0,2165.6,-71.7,6296.0,Business Services,Jacksonville,FL,no,no,no,no, ,Anthony M. Jabbour,https://www.dnb.com,DNB,7554
Dropbox,988,0.0,2157.9,335.8,2667.0,Technology,San Francisco,CA,no,yes,no,yes, ,Andrew W. Houston,https://www.dropbox.com,DBX,8873.5
New Jersey Resources,989,0.0,2156.6,117.9,1251.0,Energy,Wall,NJ,no,no,no,yes, ,Stephen D. Westhoven,https://www.njresources.com,NJR,4405.4
Acushnet Holdings,990,0.0,2147.9,178.9,6500.0,"Hotels, Restaurants & Leisure",Fairhaven,MA,no,no,no,yes, ,David Maher,https://www.acushnetholdingscorp.com,GOLF,2914
Harsco,991,0.0,2147.0,-3.2,12000.0,Business Services,Camp Hill,PA,no,no,no,no, ,F. Nicholas Grasberger III,https://www.harsco.com,HSC,969.7
Beazer Homes USA,992,0.0,2140.3,122.0,1052.0,Engineering & Construction,Atlanta,GA,no,no,no,yes, ,Allan P. Merrill,https://www.beazer.com,BZH,478.8
Chemed,993,0.0,2139.3,268.6,14137.0,Health Care,Cincinnati,OH,no,no,no,yes, ,Kevin J. McNamara,https://www.chemed.com,CHE,7592.5
Genesis Energy,994,0.0,2125.5,-165.1,1898.0,Energy,Houston,TX,no,no,no,no, ,Grant E. Sims,https://www.genesisenergy.com,GEL,1435.4
BWX Technologies,995,0.0,2124.1,305.9,6600.0,Aerospace & Defense,Lynchburg,VA,no,no,no,yes, ,Rex D. Geveden,https://www.bwxt.com,BWXT,4925.6
Vizio Holding,996,0.0,2124.0,-39.4,800.0,Industrials,Irvine,CA,no,yes,no,no, ,William W. Wang,https://www.vizio.com,VZIO,1705.1
1-800-Flowers.com,997,0.0,2122.2,118.7,4800.0,Retailing,Jericho,NY,no,no,no,yes, ,Christopher G. McCann,https://www.1800flowers.com,FLWS,830
Cowen,998,0.0,2112.8,295.6,1534.0,Financials,New York,NY,no,no,no,yes, ,Jeffrey Solomon,https://www.cowen.com,COWN,1078
Ashland,999,0.0,2111.0,220.0,4100.0,Chemicals,Wilmington,DE,no,no,no,yes, ,Guillermo Novo,https://www.ashland.com,ASH,5601.9
DocuSign,1000,0.0,2107.2,-70.0,7461.0,Technology,San Francisco,CA,no,no,no,no, ,Allan C. Thygesen,https://www.docusign.com,DOCU,21302.8
